Date,Price,Open,High,Low,Vol.,Change %,Prev_Close,MA_7,MA_30,Daily Return,Daily_Range
2021-02-26,-1.0861203707354197,-1.0839862262346598,-1.1111150170190711,-1.1096219051101432,-0.12344061981141154,-0.05219341855728437,-1.0844562176613701,-1.0841500194603781,-1.0291380373691106,-0.052200975058250235,-0.13512920951309776
2021-03-01,-1.0861203707354197,-1.0839862262346598,-1.1111150170190711,-1.1096219051101432,-0.10119874673075455,-0.05219341855728437,-1.0844562176613701,-1.0841500194603781,-1.0324552706983696,-0.052200975058250235,-0.13512920951309776
2021-03-02,-1.0861203707354197,-1.0839862262346598,-1.1111150170190711,-1.1096219051101432,-0.09487734904265277,-0.05219341855728437,-1.0844562176613701,-1.0841500194603781,-1.0357725040276287,-0.052200975058250235,-0.13512920951309776
2021-03-03,-1.0861203707354197,-1.0839862262346598,-1.1111150170190711,-1.1096219051101432,-0.007662367112606109,-0.05219341855728437,-1.0844562176613701,-1.0841500194603781,-1.0390670165806601,-0.052200975058250235,-0.13512920951309776
2021-03-04,-1.0861203707354197,-1.0839862262346598,-1.1111150170190711,-1.1096219051101432,0.0983865835578639,-0.05219341855728437,-1.0844562176613701,-1.0841500194603781,-1.0422479252525525,-0.052200975058250235,-0.13512920951309776
2021-03-05,-1.0861203707354197,-1.0839862262346598,-1.1111150170190711,-1.263193535222405,0.15135918988273914,-0.05219341855728437,-1.0844562176613701,-1.0841500194603781,-1.0454288339244446,-0.052200975058250235,3.1669123700343507
2021-03-08,-1.0861203707354197,-1.0839862262346598,-1.1111150170190711,-1.1096219051101432,-0.1525689317143023,-0.05219341855728437,-1.0844562176613701,-1.0841500194603781,-1.049064158120893,-0.052200975058250235,-0.13512920951309776
2021-03-09,-1.0861203707354197,-1.0839862262346598,-1.1111150170190711,-1.1096219051101432,-0.06573800118011099,-0.05219341855728437,-1.0844562176613701,-1.0841500194603781,-1.0526994823173415,-0.052200975058250235,-0.13512920951309776
2021-03-10,-1.0329349999703819,-1.0839862262346598,-1.055256670739011,-1.053522679498358,0.31910577657817735,1.7073843762165204,-1.0844562176613701,-1.0765193148621568,-1.0545171444155654,1.7056097895250573,-0.13512920951309776
2021-03-11,-1.0861203707354197,-1.0307759299522088,-1.1111150170190711,-1.1096219051101432,0.3897359183446777,-1.7489291492320247,-1.0312440680913162,-1.0765193148621568,-1.0581524686120138,-1.7483341689544236,-0.13512920951309776
2021-03-12,-1.0861203707354197,-1.0839862262346598,-1.1111150170190711,-1.1446839211175088,-0.005759767668771007,-0.05219341855728437,-1.0844562176613701,-1.0765193148621568,-1.0617877928084622,-0.052200975058250235,0.6187615620730774
2021-03-15,-1.0861203707354197,-1.0839862262346598,-1.1111150170190711,-1.1096219051101432,-0.13639904363363414,-0.05219341855728437,-1.0844562176613701,-1.0765193148621568,-1.0654231170049107,-0.052200975058250235,-0.13512920951309776
2021-03-16,-1.0342646342395079,-1.0839862262346598,-1.055256670739011,-1.0605350826998312,0.7428866271771791,1.6638783318402448,-1.0844562176613701,-1.0690793778788907,-1.0672862206555902,1.6616645204104714,0.01564894480413727
2021-03-17,-1.0342646342395079,-1.0321061873592698,-1.0566531293960124,-1.0549251601386527,-0.037984769849736776,-0.05219341855728437,-1.0325743718305676,-1.0616394408956247,-1.06914932430627,-0.052200975058250235,-0.13512920951309776
2021-03-18,-1.0342646342395079,-1.0321061873592698,-1.0566531293960124,-1.0549251601386527,-0.101236268993568,-0.05219341855728437,-1.0325743718305676,-1.0541995039123586,-1.0696491813832816,-0.052200975058250235,-0.13512920951309776
2021-03-19,-1.0861203707354197,-1.0321061873592698,-1.1111150170190711,-1.1096219051101432,-0.09645549127274801,-1.7054231048557493,-1.0325743718305676,-1.0618302085105802,-1.0719212590060618,-1.7073827529472725,-0.13512920951309776
2021-03-22,-1.0861203707354197,-1.0839862262346598,-1.1111150170190711,-1.1096219051101432,0.12928727058070777,-0.05219341855728437,-1.0844562176613701,-1.0618302085105802,-1.074193336628842,-0.052200975058250235,-0.13512920951309776
2021-03-23,-1.0861203707354197,-1.0839862262346598,-1.0636354226810198,-1.1096219051101432,0.18888145269619241,-0.05219341855728437,-1.0844562176613701,-1.0618302085105802,-1.0764654142516223,-0.052200975058250235,0.8901622398441021
2021-03-24,-1.052879514007271,-1.0839862262346598,-1.0706177159660273,-1.0815722923042506,0.281583513764724,1.0451257007109949,-1.0844562176613701,-1.0570610181366915,-1.073738921104286,1.0464307528063155,0.13627146825792702
2021-03-25,-1.052879514007271,-1.050729791058128,-1.0762035505940335,-1.0745598891027774,-0.15554422643621613,-0.05219341855728437,-1.0511986241800864,-1.0597317647460693,-1.0744205443911201,-0.052200975058250235,-0.13512920951309776
2021-03-26,-1.052879514007271,-1.050729791058128,-1.0762035505940335,-1.0745598891027774,-0.11997532848099261,-0.05219341855728437,-1.0511986241800864,-1.0624025113554465,-1.07328450557973,-0.052200975058250235,-0.13512920951309776
2021-03-29,-1.0595276853529008,-1.050729791058128,-1.083185843879041,-1.0815722923042506,0.8488318398269297,-0.26488963550796407,-1.0511986241800864,-1.0660270960396019,-1.0723756745306179,-0.2670445129517669,-0.13512920951309776
2021-03-30,-1.1193612274635683,-1.0573810780934343,-1.1460264834441085,-1.1446839211175088,-0.059590971654495256,-1.995463400697585,-1.0578501428763432,-1.0707962864134906,-1.073511713342008,-1.9944249225331079,-0.13512920951309776
2021-03-31,-1.1193612274635683,-1.1172426614111917,-1.1460264834441085,-1.1446839211175088,-0.14093703024213178,-0.05219341855728437,-1.117713811142654,-1.075565476787379,-1.074647752153398,-0.052200975058250235,-0.13512920951309776
2021-04-01,-1.1193612274635683,-1.1172426614111917,-1.1460264834441085,-1.1446839211175088,-0.13414991505675714,-0.05219341855728437,-1.117713811142654,-1.0803346671612672,-1.0757837909647883,-0.052200975058250235,-0.13512920951309776
2021-04-06,-1.1193612274635683,-1.1172426614111917,-1.1460264834441085,-1.1446839211175088,-0.14114229909164067,-0.05219341855728437,-1.117713811142654,-1.0898730479090444,-1.0769198297761784,-0.052200975058250235,-0.13512920951309776
2021-04-07,-1.1193612274635683,-1.1172426614111917,-1.1460264834441085,-1.1446839211175088,-0.09555495696522513,-0.05219341855728437,-1.117713811142654,-1.0994114286568213,-1.0780558685875683,-0.052200975058250235,-0.13512920951309776
2021-04-08,-1.1193612274635683,-1.1172426614111917,-1.1460264834441085,-1.1446839211175088,-0.12593033230868067,-0.05219341855728437,-1.117713811142654,-1.1089498094045984,-1.0791919073989586,-0.052200975058250235,-0.13512920951309776
2021-04-09,-1.1193612274635683,-1.1172426614111917,-1.1460264834441085,-1.1446839211175088,-0.14253062281573844,-0.05219341855728437,-1.117713811142654,-1.1175343520775975,-1.0803279462103486,-0.052200975058250235,-0.13512920951309776
2021-04-12,-1.1193612274635683,-1.1172426614111917,-1.1460264834441085,-1.1446839211175088,-0.06523917580388508,-0.05219341855728437,-1.117713811142654,-1.1175343520775975,-1.0814639850217387,-0.052200975058250235,-0.13512920951309776
2021-04-13,-1.1193612274635683,-1.1172426614111917,-1.1460264834441085,-1.1446839211175088,0.26171878639289586,-0.05219341855728437,-1.117713811142654,-1.1175343520775975,-1.0826000238331288,-0.052200975058250235,-0.13512920951309776
2021-04-14,-1.1193612274635683,-1.1172426614111917,-1.1460264834441085,-1.1446839211175088,-0.08618322002958262,-0.05219341855728437,-1.117713811142654,-1.1175343520775975,-1.083736062644519,-0.052200975058250235,-0.13512920951309776
2021-04-15,-1.1193612274635683,-1.1172426614111917,-1.1460264834441085,-1.1446839211175088,-0.13766817899350095,-0.05219341855728437,-1.117713811142654,-1.1175343520775975,-1.084872101455909,-0.052200975058250235,-0.13512920951309776
2021-04-16,-1.0861203707354197,-1.1172426614111917,-1.1111150170190711,-1.1096219051101432,-0.08196527625096443,1.0741297302951784,-1.117713811142654,-1.1127651617037089,-1.084872101455909,1.0719803278729363,-0.13512920951309776
2021-04-19,-1.0861203707354197,-1.0839862262346598,-1.1111150170190711,-1.1096219051101432,-0.14406020682336923,-0.05219341855728437,-1.0844562176613701,-1.1079959713298206,-1.084872101455909,-0.052200975058250235,-0.13512920951309776
2021-04-20,-1.0861203707354197,-1.0839862262346598,-1.1111150170190711,-1.1096219051101432,-0.09731188174166683,-0.05219341855728437,-1.0844562176613701,-1.1032267809559322,-1.084872101455909,-0.052200975058250235,-0.13512920951309776
